2025-11-13 19:10:13,561 | INFO | ✅ Loaded 5 companies

2025-11-13 19:10:13,561 | INFO | 
[1/5] Anthropic
2025-11-13 19:10:20,174 | INFO |   📋 Discovered 11/12 page types: homepage, about, product, careers, blog, team, customers, press, pricing, partners, contact
2025-11-13 19:10:20,176 | INFO | ================================================================================
2025-11-13 19:10:20,176 | INFO | 🕷️  Comprehensive Scraper: Anthropic
2025-11-13 19:10:20,176 | INFO | 🌐 URL: https://www.anthropic.com
2025-11-13 19:10:20,176 | INFO | ================================================================================
2025-11-13 19:10:20,419 | INFO |   🔍 Crawling all 12 page types...
2025-11-13 19:10:20,456 | INFO |   📄 Crawling homepage page: https://www.anthropic.com
2025-11-13 19:10:22,054 | INFO |   📄 Crawling about page: https://www.anthropic.com/company
2025-11-13 19:10:23,451 | INFO |   📄 Crawling product page: https://claude.com/product/overview
2025-11-13 19:10:26,054 | INFO |   📄 Crawling careers page: https://www.anthropic.com/careers
2025-11-13 19:10:27,512 | INFO |   📄 Crawling blog page: https://www.anthropic.com/news
2025-11-13 19:10:29,191 | INFO |   📄 Crawling team page: https://claude.com/pricing/team
2025-11-13 19:10:31,789 | INFO |   📄 Crawling customers page: https://claude.com/customers
2025-11-13 19:10:34,000 | INFO |   📄 Crawling pricing page: https://claude.com/pricing
2025-11-13 19:10:35,963 | INFO |   💵 Found pricing model: enterprise, 1 tiers
2025-11-13 19:10:36,005 | INFO |   📄 Crawling partners page: https://claude.com/partners/powered-by-claude
2025-11-13 19:10:38,471 | INFO |   🤝 Found 46 partners
2025-11-13 19:10:38,545 | INFO |   📄 Crawling contact page: https://www.anthropic.com/contact-sales
2025-11-13 19:10:40,326 | INFO |   ✅ Crawled 10/12 page types: homepage, about, product, careers, blog, team, customers, pricing, partners, contact
2025-11-13 19:10:40,326 | WARNING |   ⚠️  Missing page types: investors, press
2025-11-13 19:10:40,347 | INFO |   🎯 Preloading careers page: https://www.anthropic.com/jobs
2025-11-13 19:10:50,619 | INFO |   🎯 Detected ATS: GREENHOUSE
2025-11-13 19:10:50,664 | INFO |   ✅ GREENHOUSE ATS: 16 jobs extracted
2025-11-13 19:10:51,170 | INFO |   💼 Comprehensive extraction: 277 additional jobs found
2025-11-13 19:10:51,170 | INFO |   💼 Total jobs: 293
2025-11-13 19:13:06,705 | INFO |   🎯 Preloading careers page: https://www.anthropic.com/company/careers
2025-11-13 19:15:21,118 | INFO |   🎯 Preloading careers page: https://www.anthropic.com/careers/jobs
2025-11-13 19:17:32,317 | INFO |   🎯 Preloading careers page: https://www.anthropic.com/open-positions
2025-11-13 19:20:11,560 | INFO |   📌 Page limit reached during priority preload
2025-11-13 19:20:11,611 | INFO |   📊 Merging 494 preloaded jobs
2025-11-13 19:20:13,106 | INFO |   💼 Saved 1083 jobs to all_jobs.json
2025-11-13 19:20:13,113 | INFO |   💾 Saved 14 pages with complete data
2025-11-13 19:20:13,113 | INFO |   📊 Extracted: 1083 jobs, 9 team members, 10 products, 0 news articles
2025-11-13 19:20:13,113 | INFO |   📋 Page types extracted: 10/12 - about, blog, careers, contact, customers, homepage, partners, pricing, product, team
2025-11-13 19:20:13,113 | WARNING |   ⚠️  Missing page types: investors, press
2025-11-13 19:20:13,120 | INFO | ✅ Done: 14 pages

2025-11-13 19:20:13,120 | INFO | 
[2/5] Baseten
