2025-11-13 19:38:21,029 | INFO | ✅ Loaded 5 companies

2025-11-13 19:38:21,029 | INFO | 
[1/5] Anthropic
2025-11-13 19:38:30,708 | INFO |   📋 Discovered 11/12 page types: homepage, about, product, careers, blog, team, customers, press, pricing, partners, contact
2025-11-13 19:38:30,709 | INFO | ================================================================================
2025-11-13 19:38:30,709 | INFO | 🕷️  Comprehensive Scraper: Anthropic
2025-11-13 19:38:30,709 | INFO | 🌐 URL: https://www.anthropic.com
2025-11-13 19:38:30,709 | INFO | ================================================================================
2025-11-13 19:38:31,184 | INFO |   🔍 Crawling all 12 page types...
2025-11-13 19:38:31,344 | INFO |   📄 Crawling homepage page: https://www.anthropic.com
2025-11-13 19:38:33,009 | INFO |   📄 Crawling about page: https://www.anthropic.com/company
2025-11-13 19:38:34,386 | INFO |   📄 Crawling product page: https://claude.com/product/overview
2025-11-13 19:38:36,913 | INFO |   📄 Crawling careers page: https://www.anthropic.com/careers
2025-11-13 19:38:38,356 | INFO |   📄 Crawling blog page: https://www.anthropic.com/news
2025-11-13 19:38:39,960 | INFO |   📄 Crawling team page: https://claude.com/pricing/team
2025-11-13 19:38:42,555 | INFO |   📄 Crawling customers page: https://claude.com/customers
2025-11-13 19:38:44,727 | INFO |   📄 Crawling pricing page: https://claude.com/pricing
2025-11-13 19:38:46,628 | INFO |   💵 Found pricing model: enterprise, 1 tiers
2025-11-13 19:38:46,668 | INFO |   📄 Crawling partners page: https://claude.com/partners/powered-by-claude
2025-11-13 19:38:49,113 | INFO |   🤝 Found 46 partners
2025-11-13 19:38:49,187 | INFO |   📄 Crawling contact page: https://www.anthropic.com/contact-sales
2025-11-13 19:38:50,805 | INFO |   ✅ Crawled 10/12 page types: homepage, about, product, careers, blog, team, customers, pricing, partners, contact
2025-11-13 19:38:50,805 | WARNING |   ⚠️  Missing page types: investors, press
2025-11-13 19:38:50,827 | INFO |   🎯 Preloading careers page: https://www.anthropic.com/jobs
2025-11-13 19:39:00,604 | INFO |   🎯 Detected ATS: GREENHOUSE
2025-11-13 19:39:00,650 | INFO |   ✅ GREENHOUSE ATS: 16 jobs extracted
2025-11-13 19:39:01,144 | INFO |   💼 Comprehensive extraction: 276 additional jobs found
2025-11-13 19:39:01,144 | INFO |   💼 Total jobs: 292
2025-11-13 19:41:12,396 | INFO |   🎯 Preloading careers page: https://www.anthropic.com/company/careers
2025-11-13 19:43:25,159 | INFO |   🎯 Preloading careers page: https://www.anthropic.com/careers/jobs
2025-11-13 19:45:53,026 | INFO |   🎯 Preloading careers page: https://www.anthropic.com/open-positions
2025-11-13 19:48:24,154 | INFO |   📌 Page limit reached during priority preload
2025-11-13 19:48:24,183 | INFO |   📊 Merging 493 preloaded jobs
2025-11-13 19:48:25,507 | INFO |   💼 Saved 1080 jobs to all_jobs.json
2025-11-13 19:48:25,512 | INFO |   💾 Saved 14 pages with complete data
